customer_id,market,age,tenure_months,device_price_usd,deposit_paid_usd,loan_amount_usd,monthly_income_proxy,data_usage_gb,mobile_money_txn_count,days_past_due,repayment_status,risk_segment
ad5c8512-9db9-4ce2-bb43-b4edf000fe2b,Egypt,28,3,73,99,-26,1383,24.9,113,24,Current,Low
9afdb66c-e35d-4f56-b39e-c6196fcc10e6,DRC,46,33,822,121,701,1260,49.67,157,29,Current,Low
252b5edf-b7cb-4b88-98a9-f3b0c08c76af,Tanzania,29,93,131,68,63,2631,10.81,68,16,Current,Low
727ca618-718c-407a-8965-ef8d0f5eda5a,DRC,20,111,252,185,67,1908,18.72,198,5,Current,Low
ed4cf1c5-aa15-4b49-bfa0-e29347e7a7b6,Kenya,64,35,338,1,337,1996,9.2,83,30,Current,Low
12a750ee-edc0-4335-a0f3-916f2dc7db4a,Lesotho,44,35,207,250,-43,1280,22.19,129,13,Current,Low
32eae55a-6902-40e9-8a05-bf6dcb888dca,Lesotho,22,56,838,254,584,1353,24.61,10,43,Late,Medium
ceec4ac7-594e-43fe-8afe-14303df9d4e6,Egypt,50,36,242,123,119,712,23.95,120,10,Current,Low
80c1498b-2b72-4148-9519-21b3b0768845,Mozambique,49,50,61,159,-98,1558,46.96,25,0,Current,Low
3d20deba-49ef-4d90-8814-ace3f6c16342,Ethiopia,55,61,697,242,455,1042,18.92,15,29,Current,Low
ad4c5893-b4be-4d62-9afc-4d85e1ab4d64,South Africa,35,37,299,171,128,601,21.55,120,0,Current,Low
8b7c60da-3d38-40dc-9b67-77499b0715d0,Lesotho,25,115,483,270,213,2606,2.09,184,19,Current,Low
c4986546-a7f3-438a-9984-47b8a588236d,Tanzania,53,78,733,80,653,817,40.63,183,9,Current,Low
d80c660c-3c99-4dbb-af48-a84c6aa77a27,Ethiopia,51,70,1147,281,866,2751,6.0,68,16,Current,Low
d220b29b-5cb3-4981-9c4b-00f81efe1da8,Tanzania,50,87,446,131,315,836,6.86,62,30,Current,Low
1ff1676d-7430-48ca-9cda-3cb3ddf44c72,Lesotho,53,22,962,218,744,260,17.47,107,38,Late,Medium
f666f53d-0770-403e-b926-a74c071185e4,Mozambique,20,14,228,102,126,1461,38.94,31,18,Current,Low
824519bb-9b63-45bb-89e1-f6da57dbdad8,Kenya,54,40,278,97,181,2965,33.5,178,0,Current,Low
df4a48f9-2a84-454e-a7da-024886a59095,South Africa,35,89,1112,9,1103,1405,6.94,167,56,Late,Medium
dac28dd5-c33c-439a-8874-e32a88cc20d2,Lesotho,19,15,1025,287,738,1470,3.55,96,23,Current,Low
17518701-0bd8-4628-8c70-6e5a74fb2926,DRC,50,46,963,200,763,2512,21.51,197,0,Current,Low
c04a1cab-de66-4d90-99f4-a9b6b2805867,Ethiopia,26,105,563,66,497,1049,33.64,122,2,Current,Low
21ba128f-4e97-41b9-aca7-e924358f7dd2,Tanzania,32,38,598,262,336,1164,45.53,21,17,Current,Low
8d9ac8b3-7b33-4ea4-baeb-e05787e0f91e,Ethiopia,65,81,534,175,359,778,30.05,20,21,Current,Low
5691b8ea-955a-472b-b6e7-8b5532f665da,DRC,45,31,924,100,824,2893,46.45,7,22,Current,Low
be4980df-f6a8-459c-a34f-57fd6ad627b0,South Africa,21,98,664,122,542,1336,37.03,149,33,Late,Medium
435d7b67-21e0-4c1b-8303-ce39526194c5,South Africa,40,112,978,121,857,1590,28.61,110,0,Current,Low
3a91195a-44b8-4718-bd03-fa2930e56b7b,Lesotho,58,100,665,177,488,2937,5.81,14,27,Current,Low
9e507bbf-9e70-4e3f-a4ba-080277029e1b,South Africa,30,101,136,47,89,1058,3.11,74,28,Current,Low
8aac5d35-5a36-45e2-a5e3-6552e41830f0,Tanzania,18,74,774,275,499,907,22.83,65,10,Current,Low
7e900cd7-0dac-4dec-854f-218a2b41c862,Lesotho,50,119,1045,77,968,1697,16.97,22,16,Current,Low
f761000f-ef3c-4865-8bf7-ec2e4ce82677,Mozambique,54,99,1163,238,925,2221,8.23,76,7,Current,Low
38626a02-1bb8-4f97-b4ef-b3901e39f873,Egypt,51,114,1173,185,988,733,47.23,71,55,Late,Medium
05597fb4-b1c7-4cd9-ba07-1ed2a945a9bb,Mozambique,28,119,998,283,715,734,12.7,137,0,Current,Low
6b8e3e32-9d7e-4149-be8d-dd85c36e4ac4,Egypt,53,12,961,98,863,1951,20.46,112,26,Current,Low
c80fced6-c1e9-45c4-a7a8-b208a70d6988,Tanzania,26,37,1022,54,968,510,31.32,41,0,Current,Low
e867c77c-891f-4eef-b701-d594ea69c122,Lesotho,33,102,160,177,-17,758,13.72,180,14,Current,Low
6087e533-f87e-4a69-8d51-f8a7c1f2ecfa,Mozambique,64,99,322,231,91,681,19.94,136,0,Current,Low
5c643fe0-c572-4582-a710-c041bd220ecd,Egypt,45,85,140,233,-93,2907,33.14,107,9,Current,Low
a0755d67-acb9-4be2-867b-a96c5578b336,DRC,51,100,72,122,-50,1511,47.63,8,30,Current,Low
fd008daf-8c8c-4ca4-bdfb-820fb17adc3b,Mozambique,58,29,165,274,-109,869,30.62,50,46,Late,Medium
f93286d7-3620-487d-bc2d-34ed9fab3319,South Africa,36,44,515,300,215,1057,45.61,11,0,Current,Low
ba5d9fa0-87f3-4fb9-bff8-8b98d5f32585,Mozambique,60,96,1040,64,976,1077,19.45,38,18,Current,Low
282c1c64-9d79-4190-8652-89b1feaa5acf,Ethiopia,49,36,191,165,26,2942,1.98,85,11,Current,Low
82e64e09-1c26-4e75-834a-151e7dd48559,Egypt,26,92,258,184,74,848,33.92,136,7,Current,Low
b145d2fa-a1d3-465b-9a54-5756f09e7fda,Ethiopia,63,9,642,71,571,798,34.17,198,0,Current,Low
010f9c19-b48e-4a4d-a6f2-4923781929aa,Lesotho,55,32,1064,257,807,2433,27.29,142,4,Current,Low
7b8b169f-838a-4da7-a798-1616c5fd08a0,Tanzania,49,70,383,139,244,2122,5.48,54,57,Late,Medium
bca7b21d-1ca7-4c35-b1ff-c53f41a10c16,Tanzania,45,66,916,191,725,1882,8.73,67,2,Current,Low
4bb33cb7-1242-413a-a322-cf9dbeb6f862,Egypt,33,89,1084,204,880,153,7.31,177,2,Current,Low
edc9c957-c5b7-4143-abb6-18f691433753,Egypt,34,46,895,71,824,990,47.52,189,0,Current,Low
fc218170-1ade-4a4b-b929-46e07d66d762,South Africa,36,71,248,14,234,1476,43.01,94,9,Current,Low
32953429-2a26-459f-b268-1fce92c2d6ca,Tanzania,62,6,240,160,80,2270,0.85,142,37,Late,Medium
222fd9d9-cfd2-499a-a975-1d5e7c81444e,Mozambique,63,106,826,230,596,1244,42.71,159,16,Current,Low
33b78e68-df78-4605-a996-f47e13b5ba72,Tanzania,27,57,533,109,424,2261,14.2,33,6,Current,Low
ce7af55a-821b-46ca-a140-66d6e61261a5,Tanzania,48,92,955,12,943,2290,41.12,167,6,Current,Low
dd71e197-d59e-46f2-9499-300daa7dbac9,Ethiopia,51,16,710,249,461,1795,17.1,22,37,Late,Medium
b50df4a1-9ecd-492d-b764-8f6f815a0da4,DRC,64,1,1096,32,1064,502,8.86,41,12,Current,Low
00e77dbc-055d-4c2b-abd4-27bf62ecc47a,South Africa,25,30,1180,194,986,2908,18.22,180,0,Current,Low
3b4f0ff9-4ce0-4f05-b518-bfc5505fb190,Tanzania,60,91,1064,118,946,2717,21.05,130,2,Current,Low
245d7592-dd34-44a2-85da-4185f2589b17,Egypt,49,21,411,299,112,1551,41.26,12,0,Current,Low
96b572fa-d9c8-42ed-bb66-984e8fb3cba1,South Africa,50,93,74,26,48,1854,14.01,5,12,Current,Low
9182e755-1394-4841-8ea8-0991d30258e1,Tanzania,46,16,751,50,701,620,22.49,182,0,Current,Low
63838c0f-6357-4c04-a9b6-f0b0e36ce4ff,Egypt,51,70,157,21,136,1258,20.97,51,25,Current,Low
c44f5b2e-bedc-458b-a6e5-3ad069e501e1,Ethiopia,53,109,162,292,-130,178,24.42,125,40,Late,Medium
0d9588ca-a9fa-40b4-9951-21322e281fed,Kenya,23,108,189,289,-100,1629,4.03,72,5,Current,Low
e67de405-cf4c-4733-9ae6-7f4481ed1f4d,DRC,23,22,815,240,575,2997,3.67,70,3,Current,Low
175d7695-84c3-4a0a-8ad5-912ccacde5a5,Lesotho,62,81,903,128,775,933,7.48,90,30,Current,Low
ac0a6b44-a32c-4ac5-ae14-19f920891cb3,Ethiopia,22,36,1170,192,978,1506,46.73,36,7,Current,Low
fa2893ca-424d-48f5-954d-503ba01b2611,Tanzania,59,114,1011,27,984,2577,37.02,98,0,Current,Low
1ea750a4-99a0-4e3c-83ed-ada8dd53a611,Ethiopia,65,118,1072,224,848,2762,44.07,154,38,Late,Medium
7a5b3d73-7ca3-4da3-9b02-3ece025baf93,Egypt,47,21,375,66,309,2098,49.18,162,8,Current,Low
672d9b70-098c-412d-bd35-457d8f185cdd,Mozambique,42,15,1064,265,799,1515,25.97,76,4,Current,Low
8c64b30a-55a2-4460-b65a-55650d0d2198,South Africa,52,23,471,236,235,320,38.37,59,0,Current,Low
f28ff633-d250-4748-9f98-784fc6481917,Mozambique,29,74,754,173,581,1255,4.46,120,23,Current,Low
931a6cda-7ea9-4a52-be7c-98bb8d8f289a,Lesotho,56,46,129,106,23,2179,4.25,103,4,Current,Low
e438d4ad-c70b-486b-9198-62ba76f94bb3,Egypt,64,77,1187,233,954,1203,48.32,39,0,Current,Low
ed30ad38-c61e-4fd8-bd8e-b8b1709db5af,Tanzania,46,90,777,291,486,1022,4.21,161,36,Late,Medium
5b8a7bba-551a-4e3f-b56e-585478a5a877,Lesotho,54,31,480,277,203,645,32.33,56,14,Current,Low
9c66bacb-d178-4755-b35e-960cd1710772,Mozambique,43,27,937,107,830,733,41.13,114,7,Current,Low
512b7886-bd7f-4d49-a77c-9ccdacac2337,Lesotho,30,27,872,183,689,1619,47.92,43,0,Current,Low
19e73d1c-2047-45b4-958d-b1ff7184ca76,Ethiopia,43,8,555,247,308,2763,15.6,165,0,Current,Low
dadbf3cd-c153-4b0a-9040-21cf2bccbe32,Egypt,36,39,466,131,335,1964,18.05,122,40,Late,Medium
7a2dfe00-b5c0-4b43-9df1-7bfb57308018,DRC,57,59,358,300,58,2643,27.94,62,11,Current,Low
4ae43adf-81d7-44a4-bdae-ba1a034a15de,Ethiopia,57,97,620,201,419,474,9.08,14,0,Current,Low
cf2d1505-6a1f-4504-a777-43ee2580438b,Lesotho,44,88,786,47,739,919,46.62,79,21,Current,Low
94b5bb88-f366-4448-948c-019426afc521,DRC,35,62,151,84,67,451,15.84,175,8,Current,Low
30b71cc3-2a23-49fa-9d11-7a2d1f1444c1,South Africa,26,107,1189,214,975,655,36.51,27,14,Current,Low
5249d6ae-3b19-4964-ae4a-308fadd31ea8,Tanzania,39,69,1049,185,864,1547,11.32,85,37,Late,Medium
2eeb9730-181d-4370-92c0-ae419ac7a876,DRC,22,42,569,74,495,1443,14.96,95,0,Current,Low
4b3ffe9b-86b6-44e3-a274-6869a3368055,DRC,55,103,905,35,870,1252,3.66,110,8,Current,Low
1e53f310-8ea0-472f-81a1-3cb1809bd658,DRC,62,47,446,165,281,2706,12.79,24,40,Late,Medium
350e3955-5c21-4725-97a9-2027791448c1,Lesotho,36,63,237,194,43,2314,36.29,176,0,Current,Low
b4026d25-d846-4b75-8d36-0014dd98a6ed,Lesotho,49,54,651,42,609,2996,9.31,39,3,Current,Low
faccc7ed-a082-4846-ab0e-bae1f0f474d7,Mozambique,49,76,272,52,220,2050,3.65,114,22,Current,Low
51ed09dc-45e1-416a-a602-e37e9c4174cc,Lesotho,20,1,376,92,284,2665,18.84,151,43,Late,Medium
0a8504c9-4f4b-4130-af7f-78025c63864c,DRC,19,55,1055,145,910,2293,34.79,19,18,Current,Low
087321b9-ff50-465a-91b6-5c5ec9b1da6c,DRC,30,18,196,38,158,476,2.88,72,19,Current,Low
8366f840-4ab2-4efb-93e7-a04cdfb6384a,Ethiopia,25,16,416,94,322,452,41.41,135,0,Current,Low
4f519fb0-5ade-4545-a232-039b4660952d,Mozambique,39,75,527,296,231,908,39.08,159,0,Current,Low
5c475b88-3c50-46f5-84a8-ef89791892a0,Mozambique,30,67,748,78,670,1474,29.0,142,20,Current,Low
4b75933f-be5d-4c9d-805b-2c501e281711,Tanzania,22,25,1022,87,935,2612,16.96,187,38,Late,Medium
18b40485-fa18-4869-9079-355730e76ecd,Kenya,37,62,735,266,469,2452,25.87,30,8,Current,Low
9319d9e5-138d-4bd5-998e-8bc73b2ea9d3,Mozambique,62,25,580,61,519,345,47.33,139,0,Current,Low
11b82f52-bf18-4e6f-ab27-c17edab4200d,Mozambique,26,26,643,10,633,2073,24.59,132,0,Current,Low
6b34369c-7340-4347-bebe-75793ab245a5,Ethiopia,64,38,719,155,564,1793,41.52,161,37,Late,Medium
a40b94d9-3dc6-4630-b057-2f84d2ee97e0,DRC,42,47,1003,64,939,1912,24.69,109,8,Current,Low
25859089-69d1-4cb6-a4a3-6310b7cde3c2,Lesotho,18,114,124,254,-130,777,16.68,16,8,Current,Low
44fdc38c-7004-4613-92ae-168621f538ff,DRC,49,42,167,128,39,2521,22.35,159,23,Current,Low
070961a6-8681-4397-921d-0bb14a72b6d1,DRC,34,85,412,23,389,425,6.35,123,26,Current,Low
0c27c5b5-0cbc-46d9-9206-5f4fa8125933,Tanzania,57,49,1050,205,845,763,20.58,145,0,Current,Low
0258c363-69fb-4237-9dcb-0d42f807beff,Mozambique,63,12,1108,284,824,2640,26.06,159,21,Current,Low
71cedaab-c635-4c2f-8ead-bfd8f4351f54,Tanzania,54,62,1115,215,900,1501,22.77,117,22,Current,Low
8eb2dbb3-7367-4c86-8f0b-274347ec06c5,Egypt,39,102,146,146,0,676,41.33,195,8,Current,Low
6c774319-3d10-4377-8f7c-a34aaf64bbd7,Ethiopia,61,60,188,30,158,1376,5.18,96,0,Current,Low
598bfc0e-6dac-4afc-95dd-c569c4895b6e,Egypt,48,37,979,154,825,988,46.58,95,23,Current,Low
f4db9f13-bc73-4188-abe0-7e2ded007230,Kenya,20,69,1063,197,866,519,32.36,63,26,Current,Low
f9522e5f-bed9-4bd4-af08-f8ae6b701afb,Mozambique,40,38,750,67,683,1080,8.5,56,5,Current,Low
f7a56a83-43a9-4af6-9790-4729f94902bd,DRC,59,43,534,256,278,2296,1.96,89,8,Current,Low
e69eab7e-efd9-41a0-9095-460a668ed369,Ethiopia,46,56,738,155,583,1541,13.7,38,0,Current,Low
6cde6486-7fa0-4962-8062-36915f5c33f9,Mozambique,25,1,432,62,370,573,15.31,7,22,Current,Low
bb497cc6-9fac-42d5-9a31-58132516db70,Ethiopia,45,38,120,118,2,2512,42.71,77,41,Late,Medium
3dddafe6-906e-4803-bb2c-264bb3b4d184,South Africa,61,91,551,205,346,1768,27.41,173,11,Current,Low
374e63f3-7141-4588-b1b2-e2e427be2a2a,Lesotho,28,75,851,246,605,760,36.71,22,14,Current,Low
b1749c8b-26af-4abe-8e11-b542fa22762b,Kenya,37,44,1186,60,1126,2295,33.67,69,0,Current,Low
cc101055-4971-432d-9a54-1d3445553238,Egypt,56,57,341,15,326,1018,19.41,144,0,Current,Low
efb3518e-6570-4357-aff6-5484ee4f4ba2,DRC,46,47,583,17,566,364,24.37,46,41,Late,Medium
8b16b392-e68f-4e0a-8cf8-1e3154f2823c,South Africa,45,111,158,285,-127,1217,29.72,165,46,Late,Medium
cf538638-246d-4a91-acd8-aa5df2ec59f2,Ethiopia,26,33,341,17,324,1610,5.88,60,58,Late,Medium
06e58658-06e5-443c-84f9-be269cbf83af,Lesotho,19,77,1052,105,947,190,2.31,39,28,Current,Low
636f0078-d092-4d99-8293-254a2a578c85,Egypt,19,92,52,270,-218,872,41.08,165,1,Current,Low
fabbb85a-85e4-4b55-a52e-8440f6059859,Mozambique,20,96,669,253,416,2667,49.6,115,25,Current,Low
cadc6f58-d052-4917-8a38-35a824aba517,Mozambique,59,96,1072,190,882,2201,45.6,123,34,Late,Medium
622ee02b-bb1e-4f1d-be6e-fcda879c61c0,Lesotho,31,98,249,236,13,2158,22.79,19,50,Late,Medium
40b42bb7-c4c7-4033-ba3a-be57784d798e,Kenya,61,33,976,79,897,2859,23.79,91,44,Late,Medium
96f85127-ab18-467d-b03d-375e35208a5d,South Africa,60,64,1021,216,805,2735,31.53,180,0,Current,Low
e83a0300-f6c6-455c-9f3f-5d4f5525054f,Kenya,48,56,689,145,544,1432,44.31,126,0,Current,Low
78b1693a-8554-4e9f-a090-b3eb652f34b4,Lesotho,51,44,243,155,88,1221,22.36,167,5,Current,Low
ef676a22-58f1-4932-8eec-59519c403adc,Lesotho,47,39,734,48,686,649,35.41,36,56,Late,Medium
87f781bf-7f1f-42f3-bf2a-d553c304fddc,Lesotho,35,46,378,224,154,143,23.48,26,9,Current,Low
6db373fb-656b-4b9d-bf83-d0fc5c37192c,Tanzania,21,24,397,82,315,1894,16.37,41,23,Current,Low
9b3967f0-ec89-4ce8-a23b-2e68c0c7b4dc,Tanzania,33,72,264,2,262,1798,16.4,140,19,Current,Low
53c7520a-5b76-4be3-ab74-cc80ea54b533,Ethiopia,47,84,161,1,160,1569,27.61,196,18,Current,Low
9f5a690a-cb09-4122-b1cf-577550c437f3,Lesotho,18,104,760,205,555,1246,24.39,165,24,Current,Low
96ec2ec0-c317-402b-8579-46d08275d359,Ethiopia,24,30,1014,291,723,1819,47.34,190,0,Current,Low
438f6a67-e08c-496f-bf9f-fc5228fed4aa,Kenya,42,89,187,146,41,2188,29.49,101,17,Current,Low
34dec7f0-b0e1-4eb1-913f-eaa6b373f87c,Tanzania,53,21,1048,102,946,2585,25.24,121,0,Current,Low
6fb83b35-6f54-491c-be2d-10575dafb01f,Ethiopia,25,75,614,225,389,831,2.59,41,12,Current,Low
10340a23-8626-4a39-91c6-366cd171d286,Tanzania,39,88,1043,268,775,401,18.46,91,8,Current,Low
4d91140f-b9ef-48dc-a305-4fc97a53420e,Tanzania,51,116,964,19,945,1320,47.64,46,22,Current,Low
c18b7339-c2cf-4d33-9151-ee1333dddf7a,Tanzania,51,74,478,101,377,1938,9.23,179,24,Current,Low
9030e21c-d47b-43fa-83b4-acc9fff04133,South Africa,55,72,325,210,115,1735,33.87,61,22,Current,Low
116880dd-3244-4da2-9042-c8c24012d38d,Ethiopia,58,110,562,73,489,1782,38.67,42,23,Current,Low
ec98097e-7e70-4010-8c41-31db6fc701cd,Kenya,42,9,846,133,713,787,38.99,110,0,Current,Low
5aa83a28-1612-4927-8cba-46354a27d110,South Africa,19,29,469,131,338,861,48.86,143,18,Current,Low
97973dcc-cd3d-42b3-87c3-66852e55a60f,DRC,19,57,460,156,304,501,19.38,120,8,Current,Low
84761878-f15b-4319-a811-e53057b33bec,DRC,37,110,897,190,707,183,7.1,71,0,Current,Low
c6d0f620-64ea-4c43-9e69-80b21aa890f6,DRC,24,87,1172,262,910,341,25.87,115,16,Current,Low
c6db7ec4-fb55-41bd-8aeb-934415d46237,Ethiopia,58,58,1072,226,846,730,25.11,174,14,Current,Low
4e2c5e74-6dc9-4559-9fd8-b355b653427e,Kenya,28,83,929,181,748,2245,8.4,91,7,Current,Low
0ebbd1d3-8f67-4b78-9c11-6c9d9c3088d5,Ethiopia,31,78,134,120,14,2515,28.46,154,12,Current,Low
8fcbaa26-fdbd-4af9-b664-fc1b9637ab1a,Tanzania,24,55,1153,174,979,1997,45.07,118,11,Current,Low
0083fffe-f95c-4bbf-bfe4-a83346afec8b,Egypt,24,22,178,261,-83,2742,34.21,189,26,Current,Low
43cd4da7-e26a-44ff-9767-6247875ecd88,DRC,63,11,497,154,343,1549,4.86,46,55,Late,Medium
bf6c59e9-599b-4793-b570-de1dde0afa80,Egypt,46,39,414,296,118,1747,8.84,100,0,Current,Low
c37e6f95-8eb6-402e-b119-8961c4f76de3,South Africa,48,63,876,234,642,1632,3.48,148,25,Current,Low
729a4710-6087-41a5-b2c0-f2a8f8355826,Ethiopia,35,64,291,62,229,2590,36.35,39,25,Current,Low
6890be1d-0a98-4458-a57e-67e044198e00,DRC,19,92,186,143,43,1374,29.06,83,32,Late,Medium
b7184b11-ba0c-4f46-bffd-6f0d513562d1,Egypt,26,109,559,67,492,807,23.42,74,0,Current,Low
20dbe28a-7716-4793-895c-abfb30549429,Ethiopia,33,44,838,263,575,901,28.42,179,27,Current,Low
d4422c10-5b41-4c4f-a73a-2ace20dec7c3,South Africa,19,115,1060,289,771,1165,38.14,126,39,Late,Medium
81218014-032c-498e-91de-ee6e4eb2f7bb,Lesotho,62,100,97,38,59,1093,26.62,167,39,Late,Medium
e21edfe0-4aac-40dc-864c-3075cbfdef23,Tanzania,43,29,323,147,176,402,19.39,148,13,Current,Low
02079538-4cbb-451e-8b3a-f52b95508b50,DRC,56,38,923,11,912,629,49.26,32,52,Late,Medium
0e98f330-86aa-43bd-a66f-c6878e8d55d9,Kenya,62,29,760,242,518,1865,45.73,3,0,Current,Low
f9e8bff5-91e8-42ab-a785-5a5e36cf6225,South Africa,65,85,515,42,473,1961,48.38,4,22,Current,Low
c4653e94-59a4-45d3-a140-8de9fffe3af3,Tanzania,18,66,333,178,155,303,27.63,143,5,Current,Low
f6655bb4-065d-443a-b99e-a0e0cfd21a58,Lesotho,40,113,1167,279,888,1756,21.42,20,0,Current,Low
13907937-cea9-41c7-aa72-9bac8c546085,Kenya,22,67,766,271,495,1448,13.19,11,31,Late,Medium
2291b35b-a418-4c74-a077-b43118cad884,DRC,47,55,266,202,64,576,8.7,73,10,Current,Low
0b45e0f9-46f2-4df2-a251-153206500d6a,South Africa,35,78,1144,18,1126,1903,39.8,191,20,Current,Low
3750dbd7-a2fc-4bc6-aa0b-5d459e6d4f4a,Tanzania,46,18,1151,270,881,1190,34.6,17,0,Current,Low
adfa6d27-ad07-4481-9fc9-dc72e5d42ca1,DRC,33,51,642,23,619,930,1.21,123,25,Current,Low
14b78700-f711-4490-9b71-da4c72403454,DRC,28,61,500,5,495,2247,27.62,78,10,Current,Low
3b9f12d5-3eeb-4d71-82d5-1b0dff2c4b52,South Africa,62,10,898,235,663,2439,9.09,64,8,Current,Low
1d5b6e0f-216a-47f9-9730-b37838fb11c0,Kenya,57,5,1052,277,775,1861,9.47,75,9,Current,Low
7d3af2b8-296e-4d8a-aaef-d4f45665e3e4,DRC,64,21,1099,176,923,1693,39.1,178,6,Current,Low
e799ebc9-fdb8-4ce6-bfdb-22577fbef1a8,Mozambique,32,92,354,171,183,1423,17.27,150,33,Late,Medium
1a5113dc-53c1-41c0-ae06-2951709356ba,South Africa,24,105,169,264,-95,1954,42.78,52,19,Current,Low
9373a97d-e585-4636-9031-495bce786518,Kenya,54,87,464,80,384,688,45.98,80,2,Current,Low
4b1430f4-824d-4e1b-8ac3-60a836591e44,Egypt,21,74,61,107,-46,992,30.8,192,21,Current,Low
0685c221-58bb-43d7-896e-7406f8bca387,Egypt,64,89,1178,272,906,279,36.0,116,21,Current,Low
18888cae-b8f7-481f-b405-07ee6e1d24b5,Tanzania,46,119,777,20,757,2965,27.47,22,0,Current,Low
43176cb8-1a18-40c8-a183-427fc8c1e189,South Africa,51,86,118,282,-164,1844,39.5,153,19,Current,Low
dd43b4e1-53ad-4bc1-a038-702ba09c6323,Ethiopia,30,116,179,61,118,2065,14.12,82,0,Current,Low
dd10bb2b-a39e-4a68-bf33-24ed74984a7c,Lesotho,38,76,705,270,435,1152,13.34,187,23,Current,Low
8f06bb59-6836-4af8-adb5-451386fe9c97,Mozambique,59,90,60,187,-127,2113,37.35,91,34,Late,Medium
9f05e259-7773-488f-8676-bce0dfe61c96,Kenya,37,2,583,175,408,448,29.44,28,42,Late,Medium
5f1f06da-ff62-4bbd-827c-8c7e9f31bfd0,DRC,29,84,1135,195,940,981,31.3,87,5,Current,Low
ff055815-f31f-4d82-98b3-71f505717f1a,Mozambique,28,115,733,93,640,1722,9.07,199,8,Current,Low
d087bb5b-f818-4ecb-861a-de91b7db2516,Lesotho,37,33,1195,71,1124,1428,48.67,173,28,Current,Low
9154dd5f-5314-482b-bfb2-949ce3b4ea0b,South Africa,28,22,606,11,595,1868,36.92,97,11,Current,Low
36ea1035-f271-49fc-980a-8579498c1110,Egypt,18,32,411,279,132,1862,6.05,9,21,Current,Low
c9a7d3eb-c78c-425a-86a7-54c273c581e0,South Africa,63,33,817,163,654,1532,17.97,41,25,Current,Low
e4fbe5c3-69db-4c7e-a40f-1e0da2609be4,Mozambique,19,111,748,235,513,2978,27.25,80,72,Default,High
842a94d1-b33b-410d-bae7-675caa65d327,Tanzania,48,119,536,62,474,204,23.78,32,19,Current,Low
3217429c-f55c-4a6e-9dd5-d845089d9dab,Kenya,28,55,230,70,160,2257,6.89,33,21,Current,Low
4ffaddc5-c32a-45e4-bea0-5c1f49a774fb,Kenya,55,110,868,121,747,1407,39.75,142,13,Current,Low
789efcd0-9649-4ec4-9b10-8f621a1a0341,Egypt,47,52,633,294,339,1753,21.95,187,17,Current,Low
41c5058b-3f83-474e-997e-b3db37a80a79,Lesotho,57,86,1060,205,855,2864,2.69,195,36,Late,Medium
28a4cde0-20ca-4a68-8e17-3d6d6b6c7bdd,DRC,62,87,950,248,702,1302,37.8,126,48,Late,Medium
9a9183dc-231c-4627-80ae-feae73eeaa6a,Tanzania,41,33,138,183,-45,2233,2.42,146,12,Current,Low
8a7fb3af-d8e0-40fd-8a47-97e7324044f9,Ethiopia,49,20,686,258,428,1886,6.81,40,29,Current,Low
77c4f58d-f4ba-403a-9dcd-5fbad4f69ed2,South Africa,32,64,1080,20,1060,380,48.4,30,0,Current,Low
68a53b21-7c18-4710-815b-be91fec1cebd,Ethiopia,38,72,620,183,437,2031,9.49,21,37,Late,Medium
1fe8aed9-112b-4664-b1ad-9514cc27db76,Tanzania,43,5,555,119,436,1073,5.34,2,7,Current,Low
4f4a796d-0439-43f3-a72a-07d63d564206,Tanzania,47,100,700,64,636,1454,25.99,72,25,Current,Low
243499ca-463b-48d1-9879-ac7918f8de65,Lesotho,21,87,362,174,188,2568,21.57,56,12,Current,Low
b12ab678-4930-420b-be74-35595566e506,Mozambique,28,59,739,41,698,1674,24.54,138,17,Current,Low
2805dadb-288b-464b-abfc-e476d03f3ea2,Kenya,37,120,244,113,131,1322,33.11,66,6,Current,Low
f9d815ce-90f2-447f-bc1b-c37df405ab6b,Lesotho,34,108,1036,133,903,2575,0.6,160,0,Current,Low
bc46a1d4-b072-4370-bf2b-d693b90ee278,DRC,30,58,711,228,483,2327,36.75,165,0,Current,Low
c0b12d45-7d91-4f2a-b018-75f5e1ddc4ee,Tanzania,27,21,216,207,9,271,24.9,25,9,Current,Low
c6792090-62f3-4f62-8610-a11d2939ac93,Mozambique,28,72,52,87,-35,1560,25.51,16,46,Late,Medium
c0efe46c-604c-4d89-8b5f-ecaeb879649f,Lesotho,57,7,265,231,34,1442,36.74,196,6,Current,Low
244c28cd-53b9-41d0-8b49-1ea4cfd44cfa,Kenya,57,103,972,242,730,479,21.72,58,8,Current,Low
a4df8548-e796-4cd6-944e-f3268e4bfd1e,DRC,64,43,637,28,609,1544,41.72,131,0,Current,Low
7778a284-b759-492d-aae0-d9a234efeef5,Ethiopia,26,110,810,134,676,109,14.92,156,33,Late,Medium
dd176f34-24f3-44fd-a3ab-59884bc5bcb9,DRC,23,113,1187,212,975,1275,0.78,96,23,Current,Low
f9578553-f150-47fa-89d5-50868c97027a,South Africa,54,23,839,214,625,2800,20.31,118,11,Current,Low
8d7359d3-3fce-4b02-9abe-3471145b602e,Tanzania,45,97,390,10,380,2151,22.78,127,44,Late,Medium
c8bad7fe-2d1d-4f96-b275-fd3f9aef067c,Kenya,56,51,513,144,369,1578,4.88,82,30,Current,Low
fcaa8ee2-9c31-4ddb-bc50-a01810f3a4a4,Egypt,43,12,477,273,204,2931,27.14,191,12,Current,Low
